name	occupation	gender	citizenship	noble title	place of birth	employer	member of	academic degree	religion	award
Judea Pearl	artificial intelligence researcher	male	United States of America		Tel Aviv		National Academy of Engineering	Doctor of Philosophy	atheism	Honorary doctorate from University of Toronto
Judea Pearl	engineer	male	United States of America		Tel Aviv		Association for the Advancement of Artificial Intelligence	Doctor of Philosophy	atheism	Honorary doctorate from University of Toronto
Judea Pearl	computer scientist	male	United States of America		Tel Aviv		Association for the Advancement of Artificial Intelligence	Doctor of Philosophy	atheism	Honorary doctorate from University of Toronto
Judea Pearl	physicist	male	United States of America		Tel Aviv		Association for the Advancement of Artificial Intelligence	Doctor of Philosophy	atheism	Honorary doctorate from University of Toronto
Judea Pearl	university teacher	male	United States of America		Tel Aviv		Association for the Advancement of Artificial Intelligence	Doctor of Philosophy	atheism	Honorary doctorate from University of Toronto
Judea Pearl	philosopher	male	United States of America		Tel Aviv		Association for the Advancement of Artificial Intelligence	Doctor of Philosophy	atheism	Honorary doctorate from University of Toronto
Judea Pearl	artificial intelligence researcher	male	United States of America		Tel Aviv		Association for the Advancement of Artificial Intelligence	Doctor of Philosophy	atheism	Honorary doctorate from University of Toronto
Judea Pearl	engineer	male	United States of America		Tel Aviv		Royal Academy of Engineering of Spain	Doctor of Philosophy	atheism	Honorary doctorate from University of Toronto
Judea Pearl	computer scientist	male	United States of America		Tel Aviv		Royal Academy of Engineering of Spain	Doctor of Philosophy	atheism	Honorary doctorate from University of Toronto
Judea Pearl	physicist	male	United States of America		Tel Aviv		Royal Academy of Engineering of Spain	Doctor of Philosophy	atheism	Honorary doctorate from University of Toronto
Judea Pearl	university teacher	male	United States of America		Tel Aviv		Royal Academy of Engineering of Spain	Doctor of Philosophy	atheism	Honorary doctorate from University of Toronto
Judea Pearl	philosopher	male	United States of America		Tel Aviv		Royal Academy of Engineering of Spain	Doctor of Philosophy	atheism	Honorary doctorate from University of Toronto
Judea Pearl	artificial intelligence researcher	male	United States of America		Tel Aviv		Royal Academy of Engineering of Spain	Doctor of Philosophy	atheism	Honorary doctorate from University of Toronto
Judea Pearl	engineer	male	United States of America		Tel Aviv		Association for Computing Machinery	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	computer scientist	male	United States of America		Tel Aviv		Association for Computing Machinery	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	physicist	male	United States of America		Tel Aviv		Association for Computing Machinery	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	university teacher	male	United States of America		Tel Aviv		Association for Computing Machinery	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	philosopher	male	United States of America		Tel Aviv		Association for Computing Machinery	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	artificial intelligence researcher	male	United States of America		Tel Aviv		Association for Computing Machinery	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	engineer	male	United States of America		Tel Aviv		Institute of Electrical and Electronics Engineers	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	computer scientist	male	United States of America		Tel Aviv		Institute of Electrical and Electronics Engineers	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	physicist	male	United States of America		Tel Aviv		Institute of Electrical and Electronics Engineers	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	university teacher	male	United States of America		Tel Aviv		Institute of Electrical and Electronics Engineers	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	philosopher	male	United States of America		Tel Aviv		Institute of Electrical and Electronics Engineers	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	artificial intelligence researcher	male	United States of America		Tel Aviv		Institute of Electrical and Electronics Engineers	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	engineer	male	United States of America		Tel Aviv		National Academy of Sciences	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	computer scientist	male	United States of America		Tel Aviv		National Academy of Sciences	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	physicist	male	United States of America		Tel Aviv		National Academy of Sciences	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	university teacher	male	United States of America		Tel Aviv		National Academy of Sciences	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	philosopher	male	United States of America		Tel Aviv		National Academy of Sciences	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	artificial intelligence researcher	male	United States of America		Tel Aviv		National Academy of Sciences	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	engineer	male	United States of America		Tel Aviv		American Academy of Arts and Sciences	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	computer scientist	male	United States of America		Tel Aviv		American Academy of Arts and Sciences	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	physicist	male	United States of America		Tel Aviv		American Academy of Arts and Sciences	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	university teacher	male	United States of America		Tel Aviv		American Academy of Arts and Sciences	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	philosopher	male	United States of America		Tel Aviv		American Academy of Arts and Sciences	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	artificial intelligence researcher	male	United States of America		Tel Aviv		American Academy of Arts and Sciences	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	engineer	male	United States of America		Tel Aviv		National Academy of Engineering	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	computer scientist	male	United States of America		Tel Aviv		National Academy of Engineering	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	physicist	male	United States of America		Tel Aviv		National Academy of Engineering	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	university teacher	male	United States of America		Tel Aviv		National Academy of Engineering	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	philosopher	male	United States of America		Tel Aviv		National Academy of Engineering	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	artificial intelligence researcher	male	United States of America		Tel Aviv		National Academy of Engineering	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	engineer	male	United States of America		Tel Aviv		Association for the Advancement of Artificial Intelligence	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	computer scientist	male	United States of America		Tel Aviv		Association for the Advancement of Artificial Intelligence	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	physicist	male	United States of America		Tel Aviv		Association for the Advancement of Artificial Intelligence	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	university teacher	male	United States of America		Tel Aviv		Association for the Advancement of Artificial Intelligence	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	philosopher	male	United States of America		Tel Aviv		Association for the Advancement of Artificial Intelligence	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	artificial intelligence researcher	male	United States of America		Tel Aviv		Association for the Advancement of Artificial Intelligence	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	engineer	male	United States of America		Tel Aviv		Royal Academy of Engineering of Spain	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	computer scientist	male	United States of America		Tel Aviv		Royal Academy of Engineering of Spain	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	physicist	male	United States of America		Tel Aviv		Royal Academy of Engineering of Spain	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	university teacher	male	United States of America		Tel Aviv		Royal Academy of Engineering of Spain	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	philosopher	male	United States of America		Tel Aviv		Royal Academy of Engineering of Spain	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Judea Pearl	artificial intelligence researcher	male	United States of America		Tel Aviv		Royal Academy of Engineering of Spain	Doctor of Philosophy	atheism	Fellow of the Cognitive Science Society
Charles P. Thacker	engineer	male	United States of America		Pasadena		Association for Computing Machinery			Turing Award
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		Association for Computing Machinery			Turing Award
Charles P. Thacker	inventor	male	United States of America		Pasadena		Association for Computing Machinery			Turing Award
Charles P. Thacker	engineer	male	United States of America		Pasadena		American Academy of Arts and Sciences			Turing Award
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		American Academy of Arts and Sciences			Turing Award
Charles P. Thacker	inventor	male	United States of America		Pasadena		American Academy of Arts and Sciences			Turing Award
Charles P. Thacker	engineer	male	United States of America		Pasadena		National Academy of Engineering			Turing Award
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		National Academy of Engineering			Turing Award
Charles P. Thacker	inventor	male	United States of America		Pasadena		National Academy of Engineering			Turing Award
Charles P. Thacker	engineer	male	United States of America		Pasadena		Association for Computing Machinery			IEEE John von Neumann Medal
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		Association for Computing Machinery			IEEE John von Neumann Medal
Charles P. Thacker	inventor	male	United States of America		Pasadena		Association for Computing Machinery			IEEE John von Neumann Medal
Charles P. Thacker	engineer	male	United States of America		Pasadena		American Academy of Arts and Sciences			IEEE John von Neumann Medal
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		American Academy of Arts and Sciences			IEEE John von Neumann Medal
Charles P. Thacker	inventor	male	United States of America		Pasadena		American Academy of Arts and Sciences			IEEE John von Neumann Medal
Charles P. Thacker	engineer	male	United States of America		Pasadena		National Academy of Engineering			IEEE John von Neumann Medal
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		National Academy of Engineering			IEEE John von Neumann Medal
Charles P. Thacker	inventor	male	United States of America		Pasadena		National Academy of Engineering			IEEE John von Neumann Medal
Charles P. Thacker	engineer	male	United States of America		Pasadena		Association for Computing Machinery			ACM Software System Award
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		Association for Computing Machinery			ACM Software System Award
Charles P. Thacker	inventor	male	United States of America		Pasadena		Association for Computing Machinery			ACM Software System Award
Charles P. Thacker	engineer	male	United States of America		Pasadena		American Academy of Arts and Sciences			ACM Software System Award
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		American Academy of Arts and Sciences			ACM Software System Award
Charles P. Thacker	inventor	male	United States of America		Pasadena		American Academy of Arts and Sciences			ACM Software System Award
Charles P. Thacker	engineer	male	United States of America		Pasadena		National Academy of Engineering			ACM Software System Award
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		National Academy of Engineering			ACM Software System Award
Charles P. Thacker	inventor	male	United States of America		Pasadena		National Academy of Engineering			ACM Software System Award
Charles P. Thacker	engineer	male	United States of America		Pasadena		Association for Computing Machinery			Charles Stark Draper Prize
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		Association for Computing Machinery			Charles Stark Draper Prize
Charles P. Thacker	inventor	male	United States of America		Pasadena		Association for Computing Machinery			Charles Stark Draper Prize
Charles P. Thacker	engineer	male	United States of America		Pasadena		American Academy of Arts and Sciences			Charles Stark Draper Prize
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		American Academy of Arts and Sciences			Charles Stark Draper Prize
Charles P. Thacker	inventor	male	United States of America		Pasadena		American Academy of Arts and Sciences			Charles Stark Draper Prize
Charles P. Thacker	engineer	male	United States of America		Pasadena		National Academy of Engineering			Charles Stark Draper Prize
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		National Academy of Engineering			Charles Stark Draper Prize
Charles P. Thacker	inventor	male	United States of America		Pasadena		National Academy of Engineering			Charles Stark Draper Prize
Charles P. Thacker	engineer	male	United States of America		Pasadena		Association for Computing Machinery			Eckert–Mauchly Award
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		Association for Computing Machinery			Eckert–Mauchly Award
Charles P. Thacker	inventor	male	United States of America		Pasadena		Association for Computing Machinery			Eckert–Mauchly Award
Charles P. Thacker	engineer	male	United States of America		Pasadena		American Academy of Arts and Sciences			Eckert–Mauchly Award
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		American Academy of Arts and Sciences			Eckert–Mauchly Award
Charles P. Thacker	inventor	male	United States of America		Pasadena		American Academy of Arts and Sciences			Eckert–Mauchly Award
Charles P. Thacker	engineer	male	United States of America		Pasadena		National Academy of Engineering			Eckert–Mauchly Award
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		National Academy of Engineering			Eckert–Mauchly Award
Charles P. Thacker	inventor	male	United States of America		Pasadena		National Academy of Engineering			Eckert–Mauchly Award
Charles P. Thacker	engineer	male	United States of America		Pasadena		Association for Computing Machinery			ACM Fellow
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		Association for Computing Machinery			ACM Fellow
Charles P. Thacker	inventor	male	United States of America		Pasadena		Association for Computing Machinery			ACM Fellow
Charles P. Thacker	engineer	male	United States of America		Pasadena		American Academy of Arts and Sciences			ACM Fellow
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		American Academy of Arts and Sciences			ACM Fellow
Charles P. Thacker	inventor	male	United States of America		Pasadena		American Academy of Arts and Sciences			ACM Fellow
Charles P. Thacker	engineer	male	United States of America		Pasadena		National Academy of Engineering			ACM Fellow
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		National Academy of Engineering			ACM Fellow
Charles P. Thacker	inventor	male	United States of America		Pasadena		National Academy of Engineering			ACM Fellow
Charles P. Thacker	engineer	male	United States of America		Pasadena		Association for Computing Machinery			Computer History Museum fellow
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		Association for Computing Machinery			Computer History Museum fellow
Charles P. Thacker	inventor	male	United States of America		Pasadena		Association for Computing Machinery			Computer History Museum fellow
Charles P. Thacker	engineer	male	United States of America		Pasadena		American Academy of Arts and Sciences			Computer History Museum fellow
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		American Academy of Arts and Sciences			Computer History Museum fellow
Charles P. Thacker	inventor	male	United States of America		Pasadena		American Academy of Arts and Sciences			Computer History Museum fellow
Charles P. Thacker	engineer	male	United States of America		Pasadena		National Academy of Engineering			Computer History Museum fellow
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		National Academy of Engineering			Computer History Museum fellow
Charles P. Thacker	inventor	male	United States of America		Pasadena		National Academy of Engineering			Computer History Museum fellow
Charles P. Thacker	engineer	male	United States of America		Pasadena		Association for Computing Machinery			honorary doctor of ETH Zürich
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		Association for Computing Machinery			honorary doctor of ETH Zürich
Charles P. Thacker	inventor	male	United States of America		Pasadena		Association for Computing Machinery			honorary doctor of ETH Zürich
Charles P. Thacker	engineer	male	United States of America		Pasadena		American Academy of Arts and Sciences			honorary doctor of ETH Zürich
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		American Academy of Arts and Sciences			honorary doctor of ETH Zürich
Charles P. Thacker	inventor	male	United States of America		Pasadena		American Academy of Arts and Sciences			honorary doctor of ETH Zürich
Charles P. Thacker	engineer	male	United States of America		Pasadena		National Academy of Engineering			honorary doctor of ETH Zürich
Charles P. Thacker	computer scientist	male	United States of America		Pasadena		National Academy of Engineering			honorary doctor of ETH Zürich
Charles P. Thacker	inventor	male	United States of America		Pasadena		National Academy of Engineering			honorary doctor of ETH Zürich
David A. Patterson	engineer	male	United States of America		Evergreen Park		Association for Computing Machinery			Turing Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		Association for Computing Machinery			Turing Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Sciences			Turing Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Sciences			Turing Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			Turing Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			Turing Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Engineering			Turing Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Engineering			Turing Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		Association for Computing Machinery			IEEE John von Neumann Medal
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		Association for Computing Machinery			IEEE John von Neumann Medal
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Sciences			IEEE John von Neumann Medal
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Sciences			IEEE John von Neumann Medal
David A. Patterson	engineer	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			IEEE John von Neumann Medal
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			IEEE John von Neumann Medal
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Engineering			IEEE John von Neumann Medal
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Engineering			IEEE John von Neumann Medal
David A. Patterson	engineer	male	United States of America		Evergreen Park		Association for Computing Machinery			Eckert–Mauchly Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		Association for Computing Machinery			Eckert–Mauchly Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Sciences			Eckert–Mauchly Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Sciences			Eckert–Mauchly Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			Eckert–Mauchly Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			Eckert–Mauchly Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Engineering			Eckert–Mauchly Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Engineering			Eckert–Mauchly Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		Association for Computing Machinery			IEEE James H. Mulligan, Jr. Education Medal
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		Association for Computing Machinery			IEEE James H. Mulligan, Jr. Education Medal
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Sciences			IEEE James H. Mulligan, Jr. Education Medal
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Sciences			IEEE James H. Mulligan, Jr. Education Medal
David A. Patterson	engineer	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			IEEE James H. Mulligan, Jr. Education Medal
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			IEEE James H. Mulligan, Jr. Education Medal
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Engineering			IEEE James H. Mulligan, Jr. Education Medal
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Engineering			IEEE James H. Mulligan, Jr. Education Medal
David A. Patterson	engineer	male	United States of America		Evergreen Park		Association for Computing Machinery			ACM Fellow
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		Association for Computing Machinery			ACM Fellow
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Sciences			ACM Fellow
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Sciences			ACM Fellow
David A. Patterson	engineer	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			ACM Fellow
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			ACM Fellow
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Engineering			ACM Fellow
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Engineering			ACM Fellow
David A. Patterson	engineer	male	United States of America		Evergreen Park		Association for Computing Machinery			Computer History Museum fellow
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		Association for Computing Machinery			Computer History Museum fellow
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Sciences			Computer History Museum fellow
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Sciences			Computer History Museum fellow
David A. Patterson	engineer	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			Computer History Museum fellow
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			Computer History Museum fellow
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Engineering			Computer History Museum fellow
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Engineering			Computer History Museum fellow
David A. Patterson	engineer	male	United States of America		Evergreen Park		Association for Computing Machinery			Alan D. Berenbaum Distinguished Service Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		Association for Computing Machinery			Alan D. Berenbaum Distinguished Service Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Sciences			Alan D. Berenbaum Distinguished Service Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Sciences			Alan D. Berenbaum Distinguished Service Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			Alan D. Berenbaum Distinguished Service Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			Alan D. Berenbaum Distinguished Service Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Engineering			Alan D. Berenbaum Distinguished Service Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Engineering			Alan D. Berenbaum Distinguished Service Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		Association for Computing Machinery			ACM Distinguished Service Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		Association for Computing Machinery			ACM Distinguished Service Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Sciences			ACM Distinguished Service Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Sciences			ACM Distinguished Service Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			ACM Distinguished Service Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			ACM Distinguished Service Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Engineering			ACM Distinguished Service Award
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Engineering			ACM Distinguished Service Award
David A. Patterson	engineer	male	United States of America		Evergreen Park		Association for Computing Machinery			honorary doctor of the Tsinghua University
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		Association for Computing Machinery			honorary doctor of the Tsinghua University
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Sciences			honorary doctor of the Tsinghua University
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Sciences			honorary doctor of the Tsinghua University
David A. Patterson	engineer	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			honorary doctor of the Tsinghua University
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		American Academy of Arts and Sciences			honorary doctor of the Tsinghua University
David A. Patterson	engineer	male	United States of America		Evergreen Park		National Academy of Engineering			honorary doctor of the Tsinghua University
David A. Patterson	computer scientist	male	United States of America		Evergreen Park		National Academy of Engineering			honorary doctor of the Tsinghua University
John L. Hennessy	businessperson	male	United States of America		Huntington		Association for Computing Machinery			IEEE Fellow
John L. Hennessy	engineer	male	United States of America		Huntington		Association for Computing Machinery			IEEE Fellow
John L. Hennessy	computer scientist	male	United States of America		Huntington		Association for Computing Machinery			IEEE Fellow
John L. Hennessy	businessperson	male	United States of America		Huntington		National Academy of Sciences			IEEE Fellow
John L. Hennessy	engineer	male	United States of America		Huntington		National Academy of Sciences			IEEE Fellow
John L. Hennessy	computer scientist	male	United States of America		Huntington		National Academy of Sciences			IEEE Fellow
John L. Hennessy	businessperson	male	United States of America		Huntington		American Academy of Arts and Sciences			IEEE Fellow
John L. Hennessy	engineer	male	United States of America		Huntington		American Academy of Arts and Sciences			IEEE Fellow
John L. Hennessy	computer scientist	male	United States of America		Huntington		American Academy of Arts and Sciences			IEEE Fellow
John L. Hennessy	businessperson	male	United States of America		Huntington		National Academy of Engineering			IEEE Fellow
John L. Hennessy	engineer	male	United States of America		Huntington		National Academy of Engineering			IEEE Fellow
John L. Hennessy	computer scientist	male	United States of America		Huntington		National Academy of Engineering			IEEE Fellow
John L. Hennessy	businessperson	male	United States of America		Huntington		Royal Academy of Engineering of Spain			IEEE Fellow
John L. Hennessy	engineer	male	United States of America		Huntington		Royal Academy of Engineering of Spain			IEEE Fellow
John L. Hennessy	computer scientist	male	United States of America		Huntington		Royal Academy of Engineering of Spain			IEEE Fellow
John L. Hennessy	businessperson	male	United States of America		Huntington		Association for Computing Machinery			Turing Award
John L. Hennessy	engineer	male	United States of America		Huntington		Association for Computing Machinery			Turing Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		Association for Computing Machinery			Turing Award
John L. Hennessy	businessperson	male	United States of America		Huntington		National Academy of Sciences			Turing Award
John L. Hennessy	engineer	male	United States of America		Huntington		National Academy of Sciences			Turing Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		National Academy of Sciences			Turing Award
John L. Hennessy	businessperson	male	United States of America		Huntington		American Academy of Arts and Sciences			Turing Award
John L. Hennessy	engineer	male	United States of America		Huntington		American Academy of Arts and Sciences			Turing Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		American Academy of Arts and Sciences			Turing Award
John L. Hennessy	businessperson	male	United States of America		Huntington		National Academy of Engineering			Turing Award
John L. Hennessy	engineer	male	United States of America		Huntington		National Academy of Engineering			Turing Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		National Academy of Engineering			Turing Award
John L. Hennessy	businessperson	male	United States of America		Huntington		Royal Academy of Engineering of Spain			Turing Award
John L. Hennessy	engineer	male	United States of America		Huntington		Royal Academy of Engineering of Spain			Turing Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		Royal Academy of Engineering of Spain			Turing Award
John L. Hennessy	businessperson	male	United States of America		Huntington		Association for Computing Machinery			IEEE Medal of Honor
John L. Hennessy	engineer	male	United States of America		Huntington		Association for Computing Machinery			IEEE Medal of Honor
John L. Hennessy	computer scientist	male	United States of America		Huntington		Association for Computing Machinery			IEEE Medal of Honor
John L. Hennessy	businessperson	male	United States of America		Huntington		National Academy of Sciences			IEEE Medal of Honor
John L. Hennessy	engineer	male	United States of America		Huntington		National Academy of Sciences			IEEE Medal of Honor
John L. Hennessy	computer scientist	male	United States of America		Huntington		National Academy of Sciences			IEEE Medal of Honor
John L. Hennessy	businessperson	male	United States of America		Huntington		American Academy of Arts and Sciences			IEEE Medal of Honor
John L. Hennessy	engineer	male	United States of America		Huntington		American Academy of Arts and Sciences			IEEE Medal of Honor
John L. Hennessy	computer scientist	male	United States of America		Huntington		American Academy of Arts and Sciences			IEEE Medal of Honor
John L. Hennessy	businessperson	male	United States of America		Huntington		National Academy of Engineering			IEEE Medal of Honor
John L. Hennessy	engineer	male	United States of America		Huntington		National Academy of Engineering			IEEE Medal of Honor
John L. Hennessy	computer scientist	male	United States of America		Huntington		National Academy of Engineering			IEEE Medal of Honor
John L. Hennessy	businessperson	male	United States of America		Huntington		Royal Academy of Engineering of Spain			IEEE Medal of Honor
John L. Hennessy	engineer	male	United States of America		Huntington		Royal Academy of Engineering of Spain			IEEE Medal of Honor
John L. Hennessy	computer scientist	male	United States of America		Huntington		Royal Academy of Engineering of Spain			IEEE Medal of Honor
John L. Hennessy	businessperson	male	United States of America		Huntington		Association for Computing Machinery			IEEE John von Neumann Medal
John L. Hennessy	engineer	male	United States of America		Huntington		Association for Computing Machinery			IEEE John von Neumann Medal
John L. Hennessy	computer scientist	male	United States of America		Huntington		Association for Computing Machinery			IEEE John von Neumann Medal
John L. Hennessy	businessperson	male	United States of America		Huntington		National Academy of Sciences			IEEE John von Neumann Medal
John L. Hennessy	engineer	male	United States of America		Huntington		National Academy of Sciences			IEEE John von Neumann Medal
